OBJECTID *,OBJECTID,DB,pedon_id,obs_date,x_std,y_std,cl,si,sa,Shape *,Y,X,IAphysregionsv4,IA_slp9m,IA_rel135m,IA_prc63m,TWI30m,IA_DHPFP,Cedar,Nish,DesMoines,Iowa2,Missouri2
1443,611,NASIS,85IA1610032,31352,-95.26667,42.333332,31,65,4,Point,4689275,313258.2,9,2.294144,-2.459961,-0.000386,7.577007,4,-222023.9,53787.92,-85700.93,-142230.7,81762.4
1444,612,NASIS,85IA1610033,31352,-95.26667,42.333332,30,66,4,Point,4689275,313258.2,9,2.294144,-2.459961,-0.000386,7.577007,4,-222023.9,53787.92,-85700.93,-142230.7,81762.4
1445,13486,NASIS,1973IA161001,26776,-95.322269,42.292139,23.700001,39.299999,37,Point,4684826,308551.2,14,1.507949,7.090027,0.001004,6.342938,2,-228286.8,50818.99,-92100.22,-148150.9,75580.42
1446,13581,NCSS,S1964IA079004,9/1/1964,-93.775276,42.299999,37.8,46.7,15.5,Point,4683377,436096.2,3,1.170345,0.48999,0.000363,11.62556,1,-109738.6,120477.3,13201.51,-39440.08,197602.1
1447,14887,NCSS,S1964IA079003,9/16/1964,-93.799164,42.34111,34.5,39.3,26.2,Point,4687961,434170.2,3,1.72481,0.350037,0.00003,12.37692,2,-110480.9,120607.1,12277.21,-37138.25,196912.4
1448,13544,NCSS,S1960IA075001,10/13/1960,-92.853615,42.335834,32.8,64.2,3,Point,4687076,512059.2,17,0.288231,0.950012,0.000194,9.215636,1,-38937.13,193646.8,89185.31,18022.49,272332.3
1449,9459,NASIS,1969IA013002,25484,-92.521371,42.306341,30.700001,65.900002,3.4,Point,4683902,539449.3,17,1.188357,-3.759949,-0.00044,8.566346,5,-25033.18,219512.6,109383.8,37164.77,297464.9
1450,8974,NASIS,1970IA013030,25792,-92.341788,42.346866,22,61.099998,16.9,Point,4688501,554215.3,17,1.843599,-2.900024,-0.000096,8.440016,4,-10673.8,234958.6,120119.6,47236.64,312962.8
1451,13511,NCSS,S1960IA013001,10/13/1960,-92.304169,42.317501,28.8,66.3,4.9,Point,4685264,557341.3,17,2.215649,3.540039,0.000448,8.922878,2,-8854.942,237309,118900.2,44944.08,314966.4
1452,8957,NASIS,1970IA013005,25692,-92.166396,42.333049,28.9,50.5,20.6,Point,4687091,568675.3,6,1.114466,-3.220001,-0.00088,10.3036,6,100,248836.9,126340.9,50892.93,326398.5
1453,13468,NASIS,1977IA055003,43482,-91.591098,42.345199,23.5,43.099998,33.400002,Point,4689065,616051.3,6,0.825865,-2.149963,-0.000081,9.175439,6,27528.89,295662.5,155556.7,59803.01,372457.8
1454,14376,NCSS,S1977IA055002,8/4/1977,-91.589238,42.342512,11.5,54.7,33.8,Point,4688771,616207.3,6,0.315003,-0.000061,-0.000068,9.407961,6,27431.55,295806.4,155432.1,59501.34,372574
1455,4288,NASIS,1978IA055063,40296,-91.497261,42.331287,27.6,48.200001,24.200001,Point,4687655,623806.3,6,1.811266,2.090027,0.000157,8.409286,2,32150.43,303104.3,159172.4,58830.01,379649.2
1456,4339,NASIS,1981IA055118,40378,-91.4972,42.331287,27.6,48.200001,24.200001,Point,4687655,623812.3,6,1.560587,2.280029,0.000176,8.409286,2,32150.43,303104.3,159172.4,58830.01,379649.2
1457,5275,NASIS,S1978IA055063,40296,-91.497261,42.331287,27.6,48.200001,24.200001,Point,4687655,623806.3,6,1.811266,2.090027,0.000157,8.409286,2,32150.43,303104.3,159172.4,58830.01,379649.2
1458,4301,NASIS,1983IA055098,40192,-91.406029,42.311405,21,<Null>,<Null>,Point,4685582,631366.3,6,1.699712,2.589966,0.001162,7.552751,2,36952.4,310261.8,162407.7,58162.27,386410.2
1459,14385,NCSS,S1979IA055004,11/29/1979,-91.4158,42.299719,15,30,55,Point,4684271,630583.3,6,3.166098,2.850037,0.000013,7.833233,3,35586.66,309269.5,160901.6,56729.27,385421.2
1460,13199,NASIS,1982IA105003,30140,-91.299268,42.288624,14.3,42.799999,42.900002,Point,4683224,640213.3,6,2.466075,1.099976,-0.000133,7.07918,4,43379.72,318596.9,166530.8,58800.17,394503.3
1461,14679,NCSS,S1982IA105011,7/8/1982,-91.299309,42.289075,14.3,42.8,42.9,Point,4683275,640210.3,6,4.110571,3.699951,0.000029,6.554486,3,43424.53,318611.5,166603.6,58891.85,394526.1
1462,5911,NASIS,S1982IA105103,30119,-91.17436,42.288568,8,<Null>,<Null>,Point,4683431,650512.3,18,2.301591,-1.580017,-0.00022,8.65439,4,50151.17,328833,173952.9,63875.5,404605.3
1463,6318,NASIS,S1982IA105119,30119,-91.180967,42.286938,20,45,35,Point,4683239,649972.3,18,2.653186,0.839966,-0.000415,8.190909,4,49670.21,328309.7,173456.5,63442.02,404073.3
1464,14335,NCSS,S1982IA105119,6/17/1982,-91.180967,42.286938,18.1,28,53.9,Point,4683239,649972.3,18,2.653186,0.839966,-0.000415,8.190909,4,49670.21,328309.7,173456.5,63442.02,404073.3
1465,14853,NCSS,S1982IA105103,6/17/1982,-91.17436,42.288568,7.9,16.2,75.9,Point,4683431,650512.3,18,2.301591,-1.580017,-0.00022,8.65439,4,50151.17,328833,173952.9,63875.5,404605.3
1466,11117,NASIS,1976IA061100,29668,-91.044434,42.322109,16.299999,45.099998,38.599998,Point,4687394,661138.3,18,2.040869,-3.219971,0.000677,10.27529,2,58755.43,339887.6,184299.3,73122.98,415810.8
1467,14518,NCSS,S1982IA105017,7/8/1982,-91.047858,42.286744,23.9,71.2,4.9,Point,4683461,660946.3,18,3.256628,10.72992,0.003095,6.98617,3,55337.6,339130.8,181160,69937.69,414749.5
1468,14472,NCSS,S1976IA061005,8/3/1976,-90.889314,42.311493,17.2,73.5,9.3,Point,4686521,673951.3,18,0.640534,1.290039,-0.002133,12.39544,6,65568.66,352422.1,190648.5,80893.02,428090.8
1469,14694,NCSS,S1976IA061007,8/2/1976,-90.883995,42.317717,17.3,53.4,29.3,Point,4687223,674371.3,18,2.876657,-8.27002,-0.000428,6.891687,4,66425.07,353016.3,191498.8,81741.66,428731.7
1470,4683,NASIS,S1983IA097090,30601,-90.830795,42.292774,20.799999,51.099998,28.1,Point,4684562,678826.3,18,1.981943,2.719971,0.000364,8.078854,2,67528.73,357014.4,191231.6,83137.59,432468.8
1471,5710,NASIS,S1978IA061011,28807,-90.841964,42.321473,26,<Null>,<Null>,Point,4687727,677824.3,18,1.374357,-2.410034,-0.000602,7.656447,6,69139.35,356467.2,193587.9,84584.28,432180.6
1472,5726,NASIS,1976IA061006,27976,-90.846737,42.300307,19.6,51,29.4,Point,4685366,677491.3,18,1.965563,0.450012,0.000153,8.410884,2,67187.2,355834.5,191324.5,82716.69,431368.5
1473,14422,NCSS,1976IA061006,8/4/1976,-90.846737,42.300307,19.6,51,29.4,Point,4685366,677491.3,18,1.965563,0.450012,0.000153,8.410884,2,67187.2,355834.5,191324.5,82716.69,431368.5
1474,14423,NCSS,S1978IA061011,11/13/1978,-90.841964,42.321473,26.8,67.9,5.3,Point,4687727,677824.3,18,1.374357,-2.410034,-0.000602,7.656447,6,69139.35,356467.2,193587.9,84584.28,432180.6
1475,14562,NCSS,S1976IA061008,8/9/1976,-90.849195,42.311549,21.5,59.1,19.4,Point,4686608,677257.3,18,4.559492,7.590027,0.001639,6.526618,3,67851.68,355703.4,192246.5,83320.7,431333.7
1476,15013,NCSS,S1983IA097090,10/12/1983,-90.830795,42.292774,20.8,51.1,28.1,Point,4684562,678826.3,18,1.981943,2.719971,0.000364,8.078854,2,67528.73,357014.4,191231.6,83137.59,432468.8
1477,8655,NASIS,S1984IA097100,31020,-90.693939,42.291294,17,<Null>,<Null>,Point,4684694,690115.3,18,8.063219,-24.86005,-0.006002,7.57068,3,75527.81,368228.8,196933.9,91921.7,443540.6
1478,14569,NCSS,S1984IA097100,12/8/2014,-90.693939,42.291294,18.3,78.8,2.9,Point,4684694,690115.3,18,8.063219,-24.86005,-0.006002,7.57068,3,75527.81,368228.8,196933.9,91921.7,443540.6
1479,6368,NASIS,S1987IA097007,32029,-90.597573,42.32407,18,<Null>,<Null>,Point,4688555,697957.3,18,7.922464,22.40002,0.003768,6.003476,3,83724.43,376480.6,204365.6,100505,451982.8
1480,14633,NCSS,S1987IA097007,9/9/1987,-90.597573,42.32407,14.4,80.4,5.2,Point,4688555,697957.3,18,7.922464,22.40002,0.003768,6.003476,3,83724.43,376480.6,204365.6,100505,451982.8
1481,15069,NCSS,S1980IA097938,12/5/2014,-90.59772,42.3244,16.6,77.3,6.1,Point,4688591,697942.3,18,4.300366,23.84009,0.000586,5.907622,3,83724.43,376480.6,204365.6,100505,451982.8
1482,6364,NASIS,S1987IA097008,32031,-90.485835,42.327741,24,<Null>,<Null>,Point,4689227,707152.3,11,6.86436,16.82001,0.000914,6.91106,3,90876.67,385689.8,210032.9,108423.7,461124.9
1483,11556,NASIS,1986IA097010,31502,-90.511381,42.306927,20,<Null>,<Null>,Point,4686854,705115.3,11,17.084098,-11.08002,-0.011509,9.993627,3,87788.44,383387.6,206922.1,105421.5,458672.8
1484,11557,NASIS,1986IA097011,31509,-90.537612,42.30677,25,<Null>,<Null>,Point,4686773,702952.3,18,7.649218,11.19995,0.000962,6.518435,3,86081.94,381193.4,205602.2,103546,456498.8
1485,14566,NCSS,S1988IA097015,12/20/1985,-90.546597,42.285047,20.7,72.8,6.5,Point,4684340,702280.3,18,21.958929,29.73999,0.008501,4.962015,3,84034.88,380290.8,203278.4,101704.4,455424.9
1486,14708,NCSS,S1987IA097009,9/14/1987,-90.531168,42.283926,19.9,77,3.1,Point,4684253,703558.3,18,8.077473,17.39001,0.001294,6.554383,3,84868.13,381468.9,203873.1,102647.4,456580.8
1487,14755,NCSS,S1987IA097008,9/11/1987,-90.485835,42.327741,21.5,75.1,3.4,Point,4689227,707152.3,11,6.86436,16.82001,0.000914,6.91106,3,90876.67,385689.8,210032.9,108423.7,461124.9
1488,6377,NASIS,S1984IA097002,31001,-90.43694,42.315184,17,<Null>,<Null>,Point,4687955,711223.3,11,6.047122,18.75,0.001636,4.966965,3,92671.14,389579.1,211327.1,111108.3,464868.8
1489,6378,NASIS,S1985IA097016,31331,-90.445506,42.312266,19,<Null>,<Null>,Point,4687610,710527.3,11,14.727947,-3.920013,-0.001848,5.808938,3,91908.48,388832.7,210594.3,110303.7,464102.1
1490,11558,NASIS,1986IA097012,31706,-90.460697,42.275236,17,<Null>,<Null>,Point,4683458,709396.3,18,16.221794,17.31,0.001682,5.78823,3,88120.66,387226.3,206624.8,107166,462206.7
1491,14494,NCSS,S1985IA097016,10/11/1985,-90.445506,42.312266,20.3,71.1,8.6,Point,4687610,710527.3,11,14.727947,-3.920013,-0.001848,5.808938,3,91908.48,388832.7,210594.3,110303.7,464102.1
1492,14776,NCSS,S1988IA097017,4/11/1985,-90.459238,42.300985,29.1,67.5,3.4,Point,4686323,709432.3,11,1.476232,-9.599976,-0.000899,7.907872,4,90205.82,387574,208897,108670.9,462761.8
1493,15049,NCSS,S1984IA097002,11/15/1984,-90.43694,42.315184,18.3,67,14.7,Point,4687955,711223.3,11,6.047122,18.75,0.001636,4.966965,3,92671.14,389579.1,211327.1,111108.3,464868.8
1494,7,NASIS,00IA193013A,36593,-96.314781,42.341362,40.599998,58.400002,1,Point,4693001,226936.2,8,0.383253,-1.909973,-0.000018,9.962379,6,-298247.1,-108922.2,-155002.3,-224690.6,5546.17
1495,20,NASIS,98IA193034A,36068,-96.35717,42.311279,25.6,63.700001,10.7,Point,4689800,223312.2,8,0.360061,0.320007,-0.00001,7.894452,1,-302776.8,-109820.3,-159733.8,-228857.2,1077.033
1496,25,NASIS,99IA193023,36440,-96.309471,42.345333,19.1,61.599998,19.299999,Point,4693427,227389.2,8,0.293467,2.549988,-0.00001,9.054923,1,-297598.3,-108838.6,-154317.2,-224103.2,6217.717
1497,1662,NASIS,98IA193034A,36068,-96.35717,42.311279,25.6,63.700001,10.7,Point,4689800,223312.2,8,0.360061,0.320007,-0.00001,7.894452,1,-302776.8,-109820.3,-159733.8,-228857.2,1077.033
1498,1665,NASIS,98IA193038A,36138,-96.332497,42.34486,59,<Null>,<Null>,Point,4693448,225490.2,8,0.916385,-1.049988,0.000132,12.08965,6,-299366.3,-110334,-155955.3,-225967.9,4604.346
1499,1710,NASIS,99IA193023,36440,-96.309471,42.345333,19.1,61.599998,19.299999,Point,4693427,227389.2,8,0.293467,2.549988,-0.00001,9.054923,1,-297598.3,-108838.6,-154317.2,-224103.2,6217.717
1500,13444,NASIS,2003IA193005,43326,-96.357622,42.312611,25.299999,62.799999,11.9,Point,4689947,223279.2,8,0.04506,-0.009949,0.000512,10.7513,5,-302702.3,-109940,-159630.9,-228816.3,1118.034
1501,21,NASIS,99IA193018A,36326,-96.23922,42.320362,55.599998,42,2.4,Point,4690430,233071.2,8,0.262528,0.240051,-0.000007,11.35871,6,-293439.1,-102515,-151039.6,-219125.7,10101.98
1502,1651,NASIS,98IA193021,35893,-96.280418,42.362888,42.900002,<Null>,<Null>,Point,4695284,229858.2,8,0.225188,0.880005,0.000089,14.92972,6,-294706,-108114.6,-151335.4,-221405.1,9192.388
1503,13496,NASIS,2000IA193005,36605,-96.281747,42.341333,55.799999,42.5,1.7,Point,4692893,229657.2,8,0.256746,-0.710022,-0.000159,14.23096,6,-295775.5,-106745.5,-152738.3,-222062.5,8000.625
1504,6,NASIS,00IA193011A,36592,-96.179886,42.365501,18.5,71.400002,10.1,Point,4695257,238150.2,8,0.288231,-3.48999,-0.000031,10.74776,6,-286993.8,-101889.7,-144245.1,-213257.1,16823.79
1505,1300,NASIS,95IA193026,34995,-96.215553,42.331112,34,59.400002,6.6,Point,4691549,235066.2,8,0.847551,-1.190002,0.000095,9.586509,6,-291170.5,-101677.2,-148762.4,-216939.7,12370.93
1506,14202,NCSS,S1995IA193026,10/23/1995,-96.215637,42.331001,34,59.4,6.6,Point,4691537,235060.2,8,0.432956,-1.23999,0.000014,9.586509,6,-291262.9,-101753.5,-148846.5,-217037.5,12288.61
1507,5147,NASIS,1997IA193002,35376,-96.091389,42.335,22.200001,72.5,5.3,Point,4691603,245314.2,15,0.36287,4.200012,0.000017,13.09265,1,-281770.6,-94123.59,-140285.6,-206973.5,21488.83
1508,30,NASIS,00IA193006A,36606,-96.024193,42.335999,20.9,70.800003,8.3,Point,4691513,250855.2,15,0.142187,4.990051,-0.00004,8.957719,1,-276765.7,-90186.3,-135868.5,-201631.6,26666.27
1509,32,NASIS,00IA193008A,36592,-96.03122,42.357498,22.1,61.5,16.4,Point,4693922,250360.2,15,1.780162,-17.17999,-0.00118,9.5116,4,-276268.8,-92280.01,-134871.9,-201595.7,26981.85
1510,1351,NASIS,96IA193022,35300,-95.883972,42.323944,27.799999,60.400002,11.8,Point,4689773,262363.2,15,2.215718,0.340027,-0.000022,11.63511,4,-266991.8,-81050.41,-127857.8,-190852.3,37468.12
1511,1697,NASIS,99IA193008L,36234,-95.877136,42.321167,24.299999,34.699997,41,Point,4689446,262915.2,15,2.444633,-18.25,-0.004848,5.007358,4,-266575.7,-80405.1,-127588.8,-190345,38009.08
1512,13387,NASIS,2000IA193001,36797,-95.8934,42.321686,32.599998,56.599998,10.8,Point,4689548,261577.2,15,0.191172,-0.040039,0.000006,14.39541,5,-267710.7,-81435.38,-128523.5,-191580,36744.11
1513,1516,NASIS,1997IA1931361,35626,-95.828056,42.338611,23.200001,72.300003,4.5,Point,4691249,267025.2,15,8.20986,-0.210022,-0.000018,6.082366,3,-262099.4,-78701.78,-123287.7,-185928.1,42362.25
1514,480,NASIS,84IA1930031,30987,-95.75,42.33889,27,71,2,Point,4691069,273457.2,15,2.516697,6.080017,0.001061,9.085449,3,-256408.9,-74185.51,-118592.8,-179779.2,48629.62
1515,481,NASIS,84IA1930032,30987,-95.75,42.33889,27,69,4,Point,4691069,273457.2,15,2.516697,6.080017,0.001061,9.085449,3,-256408.9,-74185.51,-118592.8,-179779.2,48629.62
1516,482,NASIS,84IA1930033,30987,-95.75,42.33889,26,72,2,Point,4691069,273457.2,15,2.516697,6.080017,0.001061,9.085449,3,-256408.9,-74185.51,-118592.8,-179779.2,48629.62
1517,483,NASIS,84IA1930034,30987,-95.75,42.33889,27,70,3,Point,4691069,273457.2,15,2.516697,6.080017,0.001061,9.085449,3,-256408.9,-74185.51,-118592.8,-179779.2,48629.62
1518,1344,NASIS,1996IA193014,35300,-95.7285,42.353668,32.299999,65.199997,2.5,Point,4692653,275278.2,15,2.968537,4.929993,0.000618,7.104209,2,-254002.4,-74173.45,-116110.4,-177538.7,50777.65
1519,1513,NASIS,1998IA193204,36119,-95.771396,42.369989,26.1,69.599998,4.2,Point,4694579,271804.2,15,5.879147,2.600037,0.003521,6.541937,3,-256353.3,-77878.11,-117491.1,-180479,47756.15
1520,1343,NASIS,1996IA193013,35299,-95.689224,42.341194,33.400002,64.300003,2.3,Point,4691162,278470.2,15,3.452002,6.669983,0.002006,6.334041,3,-251783.7,-70998.95,-114352.7,-174824.7,53659.11
1521,5879,NASIS,1986IA093002,31665,-95.466872,42.352547,38.200001,60.5,1.3,Point,4691867,296824.2,10,18.238338,-0.51001,0.00316,10.40231,3,-235176.5,-61851.6,-97977.4,-157026.4,69132.98
1522,5866,NASIS,1987IA093005,32044,-95.334856,42.341553,27.700001,61,11.3,Point,4690340,307666.2,10,0.634236,-1.149963,-0.000106,8.731837,5,-226297.5,56292.09,-89557.19,-147172.6,77387.47
1523,403,NASIS,85IA1610011,31352,-95.25,42.349998,31,67,2,Point,4691090,314680.2,9,1.93498,-0.529968,-0.000098,7.124298,4,-219833.2,55249.71,-83425.3,-140221.7,83929.49
1524,404,NASIS,85IA1610012,31352,-95.25,42.349998,31,67,2,Point,4691090,314680.2,9,1.93498,-0.529968,-0.000098,7.124298,4,-219833.2,55249.71,-83425.3,-140221.7,83929.49
1525,405,NASIS,85IA1610013,31352,-95.25,42.349998,31,67,2,Point,4691090,314680.2,9,1.93498,-0.529968,-0.000098,7.124298,4,-219833.2,55249.71,-83425.3,-140221.7,83929.49
1526,406,NASIS,85IA1610014,31352,-95.25,42.349998,32,67,1,Point,4691090,314680.2,9,1.93498,-0.529968,-0.000098,7.124298,4,-219833.2,55249.71,-83425.3,-140221.7,83929.49
1527,13579,NCSS,S1964IA079001,9/15/1964,-93.746109,42.40472,34.3,37.6,28.1,Point,4694984,438601.2,3,1.564481,4.440002,0.000594,7.885758,2,-104609.1,127640.9,19637.97,-29072.5,202624.4
1528,13619,NCSS,S1964IA079002,9/16/1964,-93.71611,42.400833,33.2,36.4,30.4,Point,4694531,441067.2,3,6.198337,0.799988,-0.000436,6.449947,3,-102243.3,129692.1,21475.57,-27606.52,204982.4
1529,9637,NASIS,1970IA075038,25799,-92.760284,42.3676,34.200001,59.900002,5.9,Point,4690619,519739.2,17,0.381854,-0.830017,-0.000152,10.61636,6,-30841.53,201996.4,97082.44,25796.51,280587.5
1530,10020,NASIS,1971IA075026,26219,-92.723509,42.390861,33.400002,63.700001,2.9,Point,4693211,522757.2,17,2.023688,-2.640015,-0.000536,7.889218,4,-26876.01,205587.6,100299.8,28428.51,284070.8
1531,13204,NASIS,1970IA075004,25797,-92.787071,42.402569,32.099998,66.099998,1.8,Point,4694498,517522.2,17,0.455691,-0.119995,-0.000128,11.76885,5,-30074.08,200961.5,95272.5,23142.38,279283.2
1532,10015,NASIS,1971IA075021,26130,-92.650057,42.406899,30.799999,67,2.2,Point,4695014,528796.3,17,0.880412,-3.940002,-0.000215,7.983922,5,-21396.49,211947.4,106555.4,34411.77,290415.7
1533,4334,NASIS,M71_IA075_113,26115,-92.561272,42.401642,27,53.900002,19.1,Point,4694465,536104.3,17,0.41877,-0.599976,-0.000011,12.09394,6,-17696.33,218843.5,113762.6,41723.5,297440.6
1534,4059,NASIS,1981IA055204,40275,-91.537369,42.384079,24.9,48.799999,26.299999,Point,4693457,620401.3,6,1.789139,1.610046,0.00054,8.849764,2,33734.25,300792.4,161706.1,64306.53,377855.3
1535,4063,NASIS,1978IA055217,40275,-91.529205,42.38179,31.5,47.299999,21.200001,Point,4693217,621079.3,6,1.207734,-0.890015,-0.000145,8.351313,5,33976.76,301423.6,161881.3,64051.31,378450.8
1536,5269,NASIS,S1981IA055204,40275,-91.537369,42.384079,24.9,48.799999,26.299999,Point,4693457,620401.3,6,1.789139,1.610046,0.00054,8.849764,2,33734.25,300792.4,161706.1,64306.53,377855.3
1537,5271,NASIS,S1978IA055217,40275,-91.529205,42.38179,31.5,47.299999,21.200001,Point,4693217,621079.3,6,1.207734,-0.890015,-0.000145,8.351313,5,33976.76,301423.6,161881.3,64051.31,378450.8
1538,14648,NCSS,1978IA055004,7/17/1978,-91.572466,42.353784,14.1,34.8,51.1,Point,4690046,617569.3,6,2.928615,0.339966,-0.000451,7.492176,3,29331.89,297414.9,157308.1,60806.66,374261.8
1539,4060,NASIS,1986IA055222,40275,-91.522926,42.382061,28,<Null>,<Null>,Point,4693256,621595.3,6,1.086339,0.610046,-0.000175,7.454376,1,34388.95,301933.4,162260.3,64187.3,378959.4
1540,4062,NASIS,1978IA055214,40275,-91.511841,42.35384,24.6,52.299999,23.1,Point,4690136,622561.3,6,2.145189,2.030029,0.00028,9.026731,2,32820.73,302254.5,160335.9,61175.57,379022.4
1541,4064,NASIS,1986IA055221,40275,-91.511833,42.353901,24.6,52.299999,23.1,Point,4690145,622561.3,6,2.095241,1.970032,0.000242,9.026731,2,32820.73,302254.5,160335.9,61175.57,379022.4
1542,4289,NASIS,1978IA055064,40296,-91.523239,42.381825,28.299999,47.400002,24.299999,Point,4693229,621568.3,6,1.174232,0.669983,0.000598,7.661787,1,34388.95,301933.4,162260.3,64187.3,378959.4
1543,5270,NASIS,S1978IA055214,40275,-91.511841,42.35384,24.6,52.299999,23.1,Point,4690136,622561.3,6,2.145189,2.030029,0.00028,9.026731,2,32820.73,302254.5,160335.9,61175.57,379022.4
1544,5276,NASIS,S1978IA055064,40296,-91.523239,42.381825,28.299999,47.400002,24.299999,Point,4693229,621568.3,6,1.174232,0.669983,0.000598,7.661787,1,34388.95,301933.4,162260.3,64187.3,378959.4
1545,14773,NCSS,S1979IA061009,7/31/1979,-91.08638,42.383747,15.6,16.5,67.9,Point,4694159,657529.3,6,5.167542,-0.200012,-0.000362,6.932817,3,62827.78,337418.2,186465.1,76659.31,413911.8
1546,14455,NCSS,S1979IA061007,7/27/1979,-91.065371,42.383241,22.5,47.7,29.8,Point,4694141,659260.3,6,0.584371,1.920044,0.000294,8.886362,1,63817.95,339093.5,187666.1,77577.45,415560.6
1547,14620,NCSS,S1979IA061013,7/10/1979,-91.073601,42.391307,24.6,36.4,24,Point,4695023,658561.3,6,0.999398,-3.460022,-0.000187,7.288894,5,64083.46,338540.2,187737.5,77869.95,415077.1
1548,14787,NCSS,S1978IA061006,7/21/1978,-90.683138,42.381826,27,69.7,3.3,Point,4694771,690730.3,18,2.522857,10.15002,0.002245,6.029208,2,83163.45,370270.8,205935.8,98807.54,446318
1549,8658,NASIS,S1985IA097101,31272,-90.601517,42.347225,25,<Null>,<Null>,Point,4691117,697558.3,18,18.503679,-23.15997,-0.005793,5.032564,3,85250.98,376436.9,206265.1,101687.6,452126.5
1550,14590,NCSS,S1988IA097014,2/5/2013,-90.55959,42.376125,20.7,66.1,13.2,Point,4694423,700921.3,11,10.563459,-2.640015,0.001602,6.376887,3,89984.11,380287.5,210869.7,106395.9,456167.2
1551,14880,NCSS,S1988IA097048,8/13/1986,-90.610618,42.338375,14.8,70.1,15.1,Point,4690112,696835.3,18,2.356057,-37.83,-0.001558,14.83823,4,84042.84,375601,205046,100523.7,451227.3
1552,6244,NASIS,S1985IA097015,31273,-90.518518,42.341703,18,<Null>,<Null>,Point,4690700,704413.3,11,22.128796,30.97003,0.006096,4.476141,3,89834.73,383209.6,209676.7,107008.5,458780.1
1553,14860,NCSS,S1985IA097015,8/14/1985,-90.518518,42.341703,18.3,71,10.7,Point,4690700,704413.3,11,22.128796,30.97003,0.006096,4.476141,3,89834.73,383209.6,209676.7,107008.5,458780.1
1554,14568,NCSS,S1988IA097053,4/11/1985,-90.438665,42.331313,18.2,65.6,16.2,Point,4689740,711025.3,11,10.797435,-6.009979,-0.004534,6.692567,3,93898.35,389621.6,212676.4,111938.6,465043.6
1555,19,NASIS,98IA193033A,36068,-96.388306,42.385445,22.1,63,14.9,Point,4698137,221074.2,8,0.142491,4,0.000086,7.84811,1,-301805.8,-116695.5,-157512,-229453,1772.005
1556,1638,NASIS,98IA193007A,35856,-96.325752,42.389446,24.6,38.800003,36.599998,Point,4698377,226240.2,8,0.382048,0.559998,0.00002,9.963783,6,-296956.8,-112865,-152930.3,-224392.7,6835.935
1557,1632,NASIS,98IA193001A,35823,-96.257614,42.403278,19,<Null>,<Null>,Point,4699697,231910.2,8,0.095295,-2.48999,0.000028,8.075542,6,-291164.7,-109430.7,-147318.2,-218554.7,11057.12
1558,5175,NASIS,1997IA193001,41367,-96.239722,42.383611,11.5,82.400002,6.1,Point,4697456,233299.2,8,0.518263,0.48999,0.000135,11.09778,6,-290645.7,-106915.5,-147203.2,-217560.7,13288.34
1559,1355,NASIS,96IA193027,35362,-96.133331,42.371113,23.5,69.099998,7.4,Point,4695740,242005.2,15,5.140907,-10.15997,-0.001978,5.948527,3,-283192.2,-99420.82,-140687.3,-209334.4,20441.38
1560,14217,NCSS,S1996IA193027,10/24/1996,-96.133308,42.371166,23.5,69.1,7.4,Point,4695746,242008.2,15,5.863196,-9.390015,-0.00227,5.948527,3,-283192.2,-99420.82,-140687.3,-209334.4,20441.38
1561,1333,NASIS,96IA193003,35178,-96.067497,42.412498,22.200001,72.400002,5.4,Point,4700138,247594.2,15,5.433437,11.18005,0.002214,6.226451,3,-276351.8,-98766.9,-133597.8,-203008.2,26010
1562,1649,NASIS,98IA193019A,35993,-96.038666,42.414665,6.9,<Null>,<Null>,Point,4700291,249973.2,15,21.651677,-3.98999,-0.004896,9.217532,3,-274087.4,-97215.48,-131526.7,-200629.6,28359.3
1563,14205,NCSS,S1996IA193003,4/23/1996,-96.067497,42.412498,22.2,72.4,5.4,Point,4700138,247594.2,15,5.433437,11.18005,0.002214,6.226451,3,-276351.8,-98766.9,-133597.8,-203008.2,26010
1564,1346,NASIS,1996IA193016,35299,-95.901947,42.407223,29.9,67.300003,2.8,Point,4699073,261196.2,15,4.484567,10.08997,0.001316,6.990873,3,-264202,-88335.33,-122987.5,-189860.4,39038.57
1565,1347,NASIS,1996IA193017,35299,-95.901749,42.429638,30.1,66.900002,3,Point,4701560,261298.2,15,3.455882,10.51001,0.000655,6.209188,3,-263138.5,-90086.91,-121444.8,-189282.9,39430.07
1566,1517,NASIS,1998IA1931377,35964,-95.895,42.389444,21,72.5,6.5,Point,4697078,261700.2,15,8.742431,7.559998,0.00011,7.067311,3,-264534.9,-86552.76,-123781.2,-189777.5,38779.63
1567,1571,NASIS,97IA193005,35557,-95.877556,42.377556,28.4,67.5,4.1,Point,4695710,263092.2,15,0.432963,0.25,0.000049,8.774634,1,-263817.4,-84572.93,-123525.3,-188707.8,39659.05
1568,1702,NASIS,99IA193013A,36258,-95.91642,42.397583,27.9,64.699997,7.4,Point,4698041,259969.2,15,10.851655,-5.869995,-0.000665,6.946485,3,-265698.6,-88459.31,-124546.6,-191236.1,37547.97
1569,16,NASIS,98IA193009A,35878,-95.841804,42.38525,48.400002,49.699997,1.9,Point,4696466,266065.2,15,1.05209,-9.820007,-0.002123,5.388846,5,-260842.7,-83151.48,-120753.7,-185703.3,42665.32
1570,1579,NASIS,97IA193013,35642,-95.830559,42.424168,31,39,30,Point,4700756,267133.2,15,10.574053,5.420044,0.00422,5.784173,3,-258109.3,-85646.07,-117242.9,-183741.3,45142.55
