OBJECTID *,DB,pedon_id,obs_date,x_std,y_std,cl,si,sa,Shape *,IA_slp9m,IA_rel135m,IA_prc63m,TWI30m,VDCN_10m,IA_DHPFP,Cedar,Nish,Iowa,DesMoines,Missouri,IAphysregionsv4,X_100,Y_100
958,NCSS,S1985IA105001,7/25/1985,-91.057394,42.144851,22.1,71.5,6.4,Point,1.366653,4.73999,0.000464,7.797939,21.90196,1,42645.63,336920,58231.61,167754.6,411205.1,18,660515.5,4667674
959,NCSS,S1982IA097001,10/21/1982,-90.893041,42.167025,17.8,78.2,4,Point,5.585978,-13.42999,-0.000647,11.25647,0.306397,3,54236.52,350623.3,70529.21,176560.6,424989.1,18,674015.5,4670474
960,NCSS,S1982IA097006,6/21/1982,-90.880458,42.160792,22.1,69,8.9,Point,10.363096,19.15002,0.002189,5.689297,45.76167,3,54420.77,351651.8,71019.23,176489.8,425944.3,18,675115.5,4669774
961,NASIS,S1983IA097021,30413,-90.853864,42.128309,14.6,77.5,7.9,Point,8.748557,14.82001,0.008819,7.063698,19.48531,3,53460.27,353632.6,70946.18,174620.6,427481.5,18,677415.5,4666274
962,NCSS,S1983IA097021,4/7/1983,-90.853864,42.128309,14.6,77.5,7.9,Point,8.748557,14.82001,0.008819,7.063698,19.48531,3,53460.27,353632.6,70946.18,174620.6,427481.5,18,677415.5,4666274
963,NCSS,S1982IA097004,12/1/1982,-90.861781,42.160839,15.4,61.2,23.4,Point,12.558561,9.869995,0.006107,11.79591,26.75102,3,55495.59,353154.6,72306.57,177321.5,427437.9,18,676615.5,4669874
964,NCSS,S1982IA097005,11/29/1982,-90.860352,42.126976,7.5,31.1,61.4,Point,2.33477,-33.25003,-0.001274,10.25607,1.413574,4,52892.34,353018,70336.13,174142.1,426852.8,18,676815.5,4666074
965,NCSS,S1983IA097005,8/9/1983,-90.775937,42.120267,14.4,77.3,8.3,Point,12.015188,9.069946,0.000876,5.798645,21.05724,3,57695.06,359946,75939.58,177308.4,433574.8,18,683815.5,4665474
966,NCSS,S1988IA097025,10/16/1986,-90.618498,42.111912,10.2,34.6,55.2,Point,2.159785,0.23999,0.00069,8.947616,53.80304,2,66114.52,372967.6,87120.15,184312,446303.1,18,696915.5,4664974
967,NCSS,S1987IA097001,9/8/1987,-90.499093,42.117783,18.2,75.7,6.1,Point,0.288188,2.100006,-0.000199,7.56331,3.296738,6,73954.85,382807.7,96321.23,190970.8,456087.7,18,706715.5,4665874
968,NCSS,S1988IA097009,4/11/1985,-90.463583,42.159176,16.4,79.4,4.2,Point,6.600367,-2.759979,0.000054,6.257053,38.99123,3,79143.23,385982.8,100891.4,196394.3,459774.4,18,709515.5,4670574
969,NCSS,S1988IA097043,9/11/1984,-90.277233,42.107126,22.6,73.5,3.9,Point,9.385824,8.779968,0.001171,6.24365,58.13452,3,87600.52,401113.8,112937.2,201445,474029.9,18,725115.5,4665274
970,NCSS,S1984IA097001,4/30/1984,-90.250464,42.121526,18,79.1,2.9,Point,13.462732,-1.579987,-0.000393,6.338874,34.11946,3,90380.64,403431.9,115641.4,204131.4,476511.6,18,727315.5,4666974
971,NCSS,S1988IA097054,6/5/1984,-90.217091,42.115255,51.2,42.3,6.5,Point,0.203879,5.559998,0.001183,6.716475,8.725784,1,92219.58,406172.7,117915.3,205296.6,479128.8,18,730115.5,4666274
972,NASIS,1969IA113039,40294,-91.505402,42.228359,29.4,62.799999,7.8,Point,2.137751,-2.390015,-0.000601,11.27416,19.63486,4,25166.84,300890.8,47362.12,149999.3,376463.6,6,623315.5,4676174
973,NASIS,1962IA113045,39846,-91.392693,42.195694,20.4,56.5,23.200001,Point,2.368823,-1.529968,-0.000139,7.126382,11.23987,4,30959.49,309798.8,46349.22,153825.8,384920.4,6,632715.5,4672774
974,NCSS,S1984IA105010,9/5/1984,-91.26697,42.181149,24.3,67.1,8.6,Point,0.874028,-2.610046,-0.00066,8.044454,10.25699,5,36028.04,319976.2,49692.76,160225.6,394821.8,18,643115.5,4671374
975,NCSS,S1983IA105005,8/15/1983,-91.267178,42.180094,32.6,64.4,3,Point,0.608015,0.820007,0.000763,8.905078,9.401489,1,35945.1,319965.4,49608.06,160157,394802,18,643115.5,4671274
976,NCSS,S1983IA105004,8/10/1983,-91.18253,42.224377,19.6,75.8,4.6,Point,0.313541,-7.920013,0,8.399225,0.714951,6,43695.54,327391.6,57601.13,168610.7,402570.3,6,650015.5,4676274
977,NCSS,S1982IA105012,6/25/1982,-91.190124,42.21039,33.9,48.6,17.5,Point,5.565138,-0.030029,0.000284,13.18707,3.750534,3,41994.52,326606.4,55950.43,167083,401655.5,6,649415.5,4674674
978,NCSS,S1985IA105002,11/14/1985,-91.227282,42.223982,20.3,43.9,35.8,Point,1.610516,3.289978,0.000582,6.729515,22.05223,2,41796.89,323706.8,55459.63,165852.7,398929.9,6,646315.5,4676174
979,NASIS,1984IA105007,30907,-91.146706,42.216587,10.7,17.299999,72,Point,2.659235,3.529968,-0.000271,7.200369,29.88545,4,44392.12,330275.2,58754.83,170027.9,405342.9,6,653015.5,4675474
980,NCSS,1984IA105007,6/14/2011,-91.146706,42.216587,10.7,17.3,72,Point,2.659235,3.529968,-0.000271,7.200369,29.88545,4,44392.12,330275.2,58754.83,170027.9,405342.9,6,653015.5,4675474
981,NCSS,S1986IA097008,9/18/1986,-90.714204,42.176496,17.9,48.7,33.2,Point,3.310534,11.32001,0.000632,6.487321,34.4617,3,65644.2,365489.3,83553.34,185396.9,439798.8,18,688815.5,4671874
982,NCSS,S1983IA097001,8/9/1983,-90.735139,42.197216,12.3,63,24.7,Point,7.409449,8.039978,0.002578,6.866847,44.01927,3,65855.38,363926.9,83316.09,186369,438447,18,687015.5,4674174
983,NCSS,S1987IA097006,9/9/1987,-90.737205,42.197652,13.1,69.1,17.8,Point,16.027584,9.769958,-0.000781,7.723035,49.06155,3,65710.35,363727.9,83149.56,186262.9,438250.5,18,686815.5,4674174
984,NCSS,S1988IA097008,9/29/1986,-90.64751,42.19522,14.9,80.5,4.6,Point,2.252587,-3.869995,0.001836,7.844408,4.073425,2,71168.67,371089.5,89347.24,190291.5,445525.1,18,694215.5,4674174
985,NCSS,S1944IA097001,10/3/1944,-90.569168,42.192223,15.7,76.3,8,Point,1.986259,10.66998,0.001208,7.106684,44.55766,2,75238.88,377537.2,94804.64,193831.3,451882.5,18,700715.5,4673974
986,NCSS,S1988IA097027,12/27/1985,-90.596396,42.173727,20.2,54.8,25,Point,1.757051,-8.590027,-0.002708,8.694829,33.67967,4,72204.71,375145.7,91841.66,190844.5,449288.7,18,698515.5,4671874
987,NCSS,S1983IA097002,5/26/1983,-90.609122,42.197567,21.3,76.6,2.1,Point,4.307958,9.799988,0.000711,6.687174,46.1911,3,73431.94,374303.4,92232.1,192342.4,448726.4,18,697415.5,4674474
988,NCSS,S1988IA097020,2/5/2013,-90.5836,42.195021,21,72.2,6.8,Point,1.555387,-19.37997,0.000521,10.82643,1.300537,2,74657.88,376372.8,93929.81,193381.1,450755.8,18,699515.5,4674274
989,NCSS,S1988IA097035,12/23/1985,-90.312897,42.165822,30.2,52.2,17.6,Point,0.618035,-0.029999,0.000013,11.68765,0.515427,6,89257.38,398531.1,112645.5,204758.6,472236.6,7,722015.5,4671674
990,NASIS,1970IA113001,39295,-91.492226,42.283333,0.4,27.299999,72.300003,Point,3.918912,2.869995,0.000836,8.152853,2.752991,3,29263.8,302753.8,53641.12,155372.9,378850.8,6,624315.5,4682374
991,NASIS,1961IA113037,40294,-91.415633,42.290058,28.6,53.5,18,Point,1.982267,1.019958,0.000136,7.605914,42.01169,2,35020.28,309102.4,55663.45,160073.3,385162.6,6,630615.5,4683174
992,NASIS,1961IA113038,40294,-91.398605,42.264542,24.799999,41.400002,34.099998,Point,0.270219,-0.630005,0.000387,8.407463,21.9313,5,34900.57,310179.6,53370.12,158986.4,385979.1,6,632115.5,4680374
993,NASIS,1962IA113092,22866,-91.383858,42.284664,31,54.799999,14.3,Point,3.611219,0.229981,-0.000327,6.601834,36.94269,3,36992.57,311599.2,55891.05,161428.9,387575.4,6,633215.5,4682674
994,NASIS,1982IA105040,30140,-91.334145,42.265648,28,46.799999,25.200001,Point,1.215333,-3.789978,-0.000107,9.456847,13.01761,5,39721.66,315455.5,55318.89,162718.7,391188.5,6,637415.5,4680574
995,NASIS,1982IA105091,30140,-91.337494,42.242455,20.200001,36.700001,43.099998,Point,1.01503,3.400024,-0.000097,7.140725,18.07779,1,37767.98,314820.8,52892.34,160696.7,390344.7,6,637115.5,4678074
996,NASIS,S1982IA105091,30140,-91.337494,42.242455,20.200001,36.700001,43.099998,Point,1.01503,3.400024,-0.000097,7.140725,18.07779,1,37767.98,314820.8,52892.34,160696.7,390344.7,6,637115.5,4678074
997,NCSS,S1982IA105005,7/8/1982,-91.326517,42.253391,21,39.4,39.6,Point,0.134904,0.940002,0.00035,11.48495,3.036072,6,39262.32,315872.2,54347.86,162186.2,391485.4,6,638015.5,4679274
998,NCSS,S1982IA105010,7/8/1982,-91.324357,42.246287,11.7,23.6,64.7,Point,2.93912,1.590027,0.000144,7.603389,15.72641,3,38694.32,315963.8,53692.55,161746.6,391505.4,6,638215.5,4678474
999,NCSS,S1982IA105007,7/8/1982,-91.330334,42.253298,18.1,34.1,47.8,Point,0.905813,1.779968,0.000464,10.75726,2.290314,6,39104.22,315574.9,54230.99,161979.4,391192.8,6,637715.5,4679274
1000,NCSS,1982IA105040,4/26/2010,-91.334145,42.265648,28,46.8,25.2,Point,1.215333,-3.789978,-0.000107,9.456847,13.01761,5,39721.66,315455.5,55318.89,162718.7,391188.5,6,637415.5,4680574
1001,NCSS,S1985IA105003,11/14/1985,-91.34861,42.243099,25.6,40.7,33.7,Point,2.535369,-0.160034,0,9.706969,8.436188,2,37301.61,313928.5,52551.79,160076.4,389466.3,6,636215.5,4678074
1002,NASIS,1985IA105041,31365,-91.284935,42.24556,29.1,54.299999,16.6,Point,1.024843,-2.720032,-0.001966,7.707583,23.5372,5,40580.04,319235.3,55097,164051,394726.8,6,641515.5,4678474
1003,NCSS,1985IA105041,4/26/2010,-91.284935,42.24556,29.1,54.3,16.6,Point,1.024843,-2.720032,-0.001966,7.707583,23.5372,5,40580.04,319235.3,55097,164051,394726.8,6,641515.5,4678474
1004,NCSS,S1983IA105003,7/14/1983,-91.251577,42.246088,19.3,51.6,29.1,Point,7.13968,8.880005,0.0012,6.143361,11.68414,3,42329.19,321925.3,56451.22,166028.9,397384.9,6,644215.5,4678574
1005,NCSS,S1982IA105009,7/8/1982,-91.298376,42.277622,15.7,50.8,33.5,Point,8.578397,5.390015,0.000774,5.562133,20.34048,3,42773.94,318523.3,57742.96,165727.6,394328.7,18,640315.5,4681974
1006,NASIS,S1982IA105008,30127,-91.170131,42.268913,22,48,30,Point,1.353939,5.559998,0.000833,7.163599,27.37909,1,48605.04,328924.1,62238.57,172703.5,404510.4,18,650915.5,4681274
1007,NCSS,S1982IA105102,8/11/1982,-91.198297,42.252813,21.6,72.4,6,Point,0.675233,-0.880005,-0.000202,9.135798,6.465363,6,45735.87,326392,59393.77,169729.2,401854.1,18,648615.5,4679374
1008,NCSS,S1985IA105005,11/14/1985,-91.229356,42.275014,5.5,27.6,66.9,Point,0.384615,1.829987,-0.000075,10.30787,4.713608,6,46024.45,324152.8,60210.05,169634.9,399862.1,18,646015.5,4681874
1009,NCSS,S1983IA105008,8/10/1983,-91.206702,42.25708,4.5,6.9,88.6,Point,0.701002,-1.870026,0.000121,7.159537,3.668396,6,45735.11,325763.8,59445.77,169575.8,401278.1,18,647915.5,4679874
1010,NCSS,S1982IA105008,6/25/1982,-91.170131,42.268913,20.3,54.2,25.5,Point,1.353939,5.559998,0.000833,7.163599,27.37909,1,48605.04,328924.1,62238.57,172703.5,404510.4,18,650915.5,4681274
1011,NCSS,S1983IA105009,8/10/1983,-91.198097,42.269494,7.7,17.5,74.8,Point,2.273678,-1.259995,-0.000491,8.247714,8.854156,4,47244.58,326645.4,61005,171055.6,402265.9,18,648615.5,4681274
1012,NCSS,S1984IA105037,9/4/1984,-91.162262,42.27892,19,70.1,10.9,Point,2.678861,8.52002,0.000982,7.141481,40.67635,2,49850.38,329668.9,63487.4,173899.4,405336.7,18,651515.5,4682374
1013,NCSS,S1983IA105007,8/10/1983,-91.215268,42.279423,11,22.5,66.5,Point,2.569505,-3.409973,0.000168,11.6131,6.74472,2,47105.95,325311.8,61186.36,170766.3,401045.7,18,647115.5,4682374
1014,NASIS,1984IA105025,40291,-91.114418,42.264175,21.9,69.400002,8.7,Point,3.065002,-3.369995,-0.000272,7.36095,33.41183,3,50322.66,333429.3,64560.05,175771,408915.2,18,655515.5,4680874
1015,NASIS,S1984IA105025,40291,-91.114418,42.264175,21.9,69.400002,8.7,Point,3.065002,-3.369995,-0.000272,7.36095,33.41183,3,50322.66,333429.3,64560.05,175771,408915.2,18,655515.5,4680874
1016,NCSS,83IA105001,6/1/1983,-91.15,42.277778,23.7,66.3,10,Point,4.039949,3.350037,0.000202,7.216311,51.39209,3,50186.15,330645.6,63958.11,174549.8,406290.3,18,652515.5,4682274
1017,NCSS,S1982IA105016,6/25/1982,-91.150521,42.277829,24.1,67.3,8.6,Point,2.395273,5.469971,0.000525,7.085622,51.79086,2,50186.15,330645.6,63958.11,174549.8,406290.3,18,652515.5,4682274
1018,NCSS,S1983IA105012,10/11/1983,-91.036363,42.279282,17.2,77.8,5,Point,0.031862,-1.889954,-0.000687,8.888182,4.825104,6,55222.19,340012.4,69961.41,181069,415552.5,18,661915.5,4682674
1019,NCSS,S1983IA105006,2/15/1983,-91.033102,42.238297,18.3,59.8,21.9,Point,3.847755,-9.929993,-0.000621,8.62699,42.83607,3,51722.05,339819,66789.22,177406.3,414977.7,18,662315.5,4678074
1020,NCSS,S1983IA105010,6/9/1983,-90.977575,42.252845,13.4,81.3,5.3,Point,4.581941,1.540039,0.000367,6.866686,24.7115,3,55939.43,344506.7,71206.53,181387.9,419751.6,18,666815.5,4679874
1021,NCSS,S1983IA105013,8/10/1983,-90.918019,42.280442,22.4,70.3,2.3,Point,11.687765,3.559998,0.000813,5.400563,20.95279,3,61486.91,349764.7,76865.14,186533,425191,18,671715.5,4682974
1022,NCSS,S1988IA097045,9/11/1984,-90.889601,42.275432,4.8,10.6,84.6,Point,6.63781,-3.280029,0.000608,8.21451,6.412903,3,62672.64,351979.4,78179.09,187132.1,427334.7,18,674015.5,4682474
1023,NCSS,S1982IA105004,9/28/1982,-90.910801,42.262233,17,60.6,22.4,Point,2.84512,-5.640015,0.000467,8.613593,26.93404,2,60414.9,350101.3,75912.91,185020.5,425360.2,18,672315.5,4680974
1024,NASIS,S1992IA097703,30601,-90.853058,42.270863,23,57,20,Point,1.377349,-0.950012,-0.000018,11.30405,27.27585,4,64489.54,354902.9,80131.2,188177.2,430186,18,677015.5,4682074
1025,NASIS,1992IA097703,30838,-90.853058,42.270863,21.700001,52.299999,26,Point,1.377349,-0.950012,-0.000018,11.30405,27.27585,4,64489.54,354902.9,80131.2,188177.2,430186,18,677015.5,4682074
1026,NASIS,S1984IA097035,30936,-90.83728,42.267742,24.5,43.599998,31.9,Point,1.722168,-3.039978,-0.000319,11.4186,43.1597,4,65213.8,356154.3,80915.08,188532.1,431396.3,18,678315.5,4681774
1027,NCSS,S1984IA097035,9/11/1984,-90.83728,42.267742,24.5,43.6,31.9,Point,1.722168,-3.039978,-0.000319,11.4186,43.1597,4,65213.8,356154.3,80915.08,188532.1,431396.3,18,678315.5,4681774
1028,NCSS,S1983IA097013,7/28/1983,-90.837803,42.260827,16,48,36,Point,2.866817,3.569946,-0.000209,6.82563,63.29265,4,64664.36,356054.1,80396.33,187830.2,431232.8,18,678315.5,4680974
1029,NCSS,S1984IA097000,12/8/2014,-90.586792,42.256294,28.3,67.8,3.9,Point,4.66112,-7.409973,-0.001532,7.097081,45.3602,3,79378.09,376614.5,97128.01,198695.8,451538.3,18,699015.5,4681074
1030,NCSS,S1988IA097046,9/11/1984,-90.608377,42.220917,26.6,69.6,3.8,Point,1.498156,7.080017,0.001302,6.282698,55.13849,2,75433.48,374574.2,93600.43,194486.5,449204.8,18,697415.5,4677074
1031,NCSS,S1988IA097044,2/25/1986,-90.464762,42.220372,29.8,65.4,4.8,Point,3.215245,13.11993,0.001834,5.6337,65.07668,3,83580.02,386339.2,103855.7,201600.2,460857.1,18,709215.5,4677374
1032,NCSS,S1988IA097004,2/5/2013,-90.4535,42.250023,21,77,2,Point,0.485833,-0.26001,-0.000113,9.987727,2.344376,6,86561.42,387594.2,106312,204782.3,462355.1,18,710115.5,4680674
1033,NCSS,S1979IA055004,11/29/1979,-91.4158,42.299719,15,30,55,Point,3.166098,2.850037,0.000013,7.833233,48.72885,3,35586.66,309269.5,56729.27,160901.6,385421.2,6,630615.5,4684274
1034,NASIS,1982IA105003,30140,-91.299268,42.288624,14.3,42.799999,42.900002,Point,2.466075,1.099976,-0.000133,7.07918,13.67639,4,43379.72,318596.9,58800.17,166530.8,394503.3,6,640215.5,4683174
1035,NCSS,S1982IA105011,7/8/1982,-91.299309,42.289075,14.3,42.8,42.9,Point,4.110571,3.699951,0.000029,6.554486,16.30652,3,43424.53,318611.5,58891.85,166603.6,394526.1,6,640215.5,4683274
1036,NASIS,S1982IA105119,30119,-91.180967,42.286938,20,45,35,Point,2.653186,0.839966,-0.000415,8.190909,30.99599,4,49670.21,328309.7,63442.02,173456.5,404073.3,18,650015.5,4683274
1037,NCSS,S1982IA105119,6/17/1982,-91.180967,42.286938,18.1,28,53.9,Point,2.653186,0.839966,-0.000415,8.190909,30.99599,4,49670.21,328309.7,63442.02,173456.5,404073.3,18,650015.5,4683274
1038,NCSS,S1982IA105103,6/17/1982,-91.17436,42.288568,7.9,16.2,75.9,Point,2.301591,-1.580017,-0.00022,8.65439,33.83824,4,50151.17,328833,63875.5,173952.9,404605.3,18,650515.5,4683474
1039,NCSS,S1982IA105017,7/8/1982,-91.047858,42.286744,23.9,71.2,4.9,Point,3.256628,10.72992,0.003095,6.98617,38.95554,3,55337.6,339130.8,69937.69,181160,414749.5,18,660915.5,4683474
1040,NASIS,S1983IA097090,30601,-90.830795,42.292774,20.799999,51.099998,28.1,Point,1.981943,2.719971,0.000364,8.078854,53.1124,2,67528.73,357014.4,83137.59,191231.6,432468.8,18,678815.5,4684574
1041,NCSS,S1983IA097090,10/12/1983,-90.830795,42.292774,20.8,51.1,28.1,Point,1.981943,2.719971,0.000364,8.078854,53.1124,2,67528.73,357014.4,83137.59,191231.6,432468.8,18,678815.5,4684574
1042,NCSS,S1984IA097100,12/8/2014,-90.693939,42.291294,18.3,78.8,2.9,Point,8.063219,-24.86005,-0.006002,7.57068,13.74168,3,75527.81,368228.8,91921.7,196933.9,443540.6,18,690115.5,4684674
1043,NCSS,S1988IA097015,12/20/1985,-90.546597,42.285047,20.7,72.8,6.5,Point,21.958929,29.73999,0.008501,4.962015,41.5611,3,84034.88,380290.8,101704.4,203278.4,455424.9,18,702315.5,4684374
1044,NCSS,S1987IA097009,9/14/1987,-90.531168,42.283926,19.9,77,3.1,Point,8.077473,17.39001,0.001294,6.554383,78.80455,3,84868.13,381468.9,102647.4,203873.1,456580.8,18,703515.5,4684274
1045,NASIS,00IA193005A,36593,-96.347473,42.303501,38.099998,48.900002,13,Point,0.319917,0.049988,0.000119,10.10603,2.082825,1,-302372.7,-108641.1,-228261,-159516.3,1800,8,224115.5,4688874
1046,NASIS,99IA193024A,36494,-96.224441,42.285389,49.099998,46.700001,4.2,Point,0.031862,-0.780029,0.000016,9.306825,0.352081,6,-294074.3,-99248.78,-219030.3,-152406.6,9234.717,8,234115.5,4686474
1047,NASIS,98IA193029A,36042,-96.284775,42.286804,17.299999,47.900002,34.799999,Point,0.344287,0.400024,-0.00003,9.465421,3.816162,1,-298425.6,-103364.6,-223713.3,-156269.1,4876.474,8,229215.5,4686874
1048,NASIS,97IA193014,35642,-96.118889,42.284306,36.700001,58.299999,5,Point,1.228441,-0.380005,0.000093,9.986965,0.315369,6,-286267.1,-92249.93,-210667.1,-145513.8,17623.85,8,242815.5,4686074
1049,NASIS,1999IA1931229,36245,-96.045,42.302778,21.4,67.900002,10.7,Point,8.04651,8.680054,0.00022,6.828251,38.21698,3,-279873.3,-88891.45,-204216.4,-139460.3,24044.13,15,249015.5,4687874
1050,NASIS,98IA193035A,36087,-95.899498,42.316361,25.6,71.199997,3.2,Point,0.864818,0.47998,0.000439,9.718575,7.043396,1,-268508.3,-81485.46,-192309.6,-129368.5,36053.43,15,261015.5,4688974
1051,NASIS,98IA193037A,36116,-95.879669,42.300861,29.700001,62.799999,7.5,Point,1.423345,-1.869995,-0.000628,8.583748,7.539337,4,-267831.9,-79095.89,-191218,-129294.2,37302.14,15,262615.5,4687174
1052,NASIS,1997IA193172,35629,-95.840833,42.305556,18.799999,74.300003,6.9,Point,8.814186,17.84998,0.002918,6.047855,41.30444,3,-264774.6,-76985.2,-188024.1,-126603.2,40524.68,15,265815.5,4687574
1053,NASIS,85IA1610031,31352,-95.26667,42.333332,30,66,4,Point,2.294144,-2.459961,-0.000386,7.577007,17.54208,4,-222023.9,53787.92,-142230.7,-85700.93,81762.4,9,313215.5,4689274
1054,NASIS,85IA1610032,31352,-95.26667,42.333332,31,65,4,Point,2.294144,-2.459961,-0.000386,7.577007,17.54208,4,-222023.9,53787.92,-142230.7,-85700.93,81762.4,9,313215.5,4689274
1055,NASIS,85IA1610033,31352,-95.26667,42.333332,30,66,4,Point,2.294144,-2.459961,-0.000386,7.577007,17.54208,4,-222023.9,53787.92,-142230.7,-85700.93,81762.4,9,313215.5,4689274
1056,NASIS,00IA193013A,36593,-96.314781,42.341362,40.599998,58.400002,1,Point,0.383253,-1.909973,-0.000018,9.962379,0.967956,6,-298247.1,-108922.2,-224690.6,-155002.3,5546.17,8,226915.5,4692974
1057,NASIS,98IA193034A,36068,-96.35717,42.311279,25.6,63.700001,10.7,Point,0.360061,0.320007,-0.00001,7.894452,2.456696,1,-302776.8,-109820.3,-228857.2,-159733.8,1077.033,8,223315.5,4689774
1058,NASIS,99IA193023,36440,-96.309471,42.345333,19.1,61.599998,19.299999,Point,0.293467,2.549988,-0.00001,9.054923,3.109711,1,-297598.3,-108838.6,-224103.2,-154317.2,6217.717,8,227415.5,4693474
1059,NASIS,98IA193034A,36068,-96.35717,42.311279,25.6,63.700001,10.7,Point,0.360061,0.320007,-0.00001,7.894452,2.456696,1,-302776.8,-109820.3,-228857.2,-159733.8,1077.033,8,223315.5,4689774
1060,NASIS,99IA193023,36440,-96.309471,42.345333,19.1,61.599998,19.299999,Point,0.293467,2.549988,-0.00001,9.054923,3.109711,1,-297598.3,-108838.6,-224103.2,-154317.2,6217.717,8,227415.5,4693474
1061,NASIS,2003IA193005,43326,-96.357622,42.312611,25.299999,62.799999,11.9,Point,0.04506,-0.009949,0.000512,10.7513,2.414124,5,-302702.3,-109940,-228816.3,-159630.9,1118.034,8,223315.5,4689974
1062,NASIS,99IA193018A,36326,-96.23922,42.320362,55.599998,42,2.4,Point,0.262528,0.240051,-0.000007,11.35871,0.326172,6,-293439.1,-102515,-219125.7,-151039.6,10101.98,8,233115.5,4690474
1063,NASIS,2000IA193005,36605,-96.281747,42.341333,55.799999,42.5,1.7,Point,0.256746,-0.710022,-0.000159,14.23096,0.339508,6,-295775.5,-106745.5,-222062.5,-152738.3,8000.625,8,229615.5,4692874
1064,NASIS,00IA193011A,36592,-96.179886,42.365501,18.5,71.400002,10.1,Point,0.288231,-3.48999,-0.000031,10.74776,0.116058,6,-286993.8,-101889.7,-213257.1,-144245.1,16823.79,8,238115.5,4695274
1065,NASIS,95IA193026,34995,-96.215553,42.331112,34,59.400002,6.6,Point,0.847551,-1.190002,0.000095,9.586509,0.752502,6,-291170.5,-101677.2,-216939.7,-148762.4,12370.93,8,235115.5,4691574
1066,NCSS,S1995IA193026,10/23/1995,-96.215637,42.331001,34,59.4,6.6,Point,0.432956,-1.23999,0.000014,9.586509,0.432617,6,-291262.9,-101753.5,-217037.5,-148846.5,12288.61,8,235015.5,4691574
1067,NASIS,1997IA193002,35376,-96.091389,42.335,22.200001,72.5,5.3,Point,0.36287,4.200012,0.000017,13.09265,3.782104,1,-281770.6,-94123.59,-206973.5,-140285.6,21488.83,15,245315.5,4691574
1068,NASIS,00IA193006A,36606,-96.024193,42.335999,20.9,70.800003,8.3,Point,0.142187,4.990051,-0.00004,8.957719,5.495148,1,-276765.7,-90186.3,-201631.6,-135868.5,26666.27,15,250815.5,4691474
1069,NASIS,00IA193008A,36592,-96.03122,42.357498,22.1,61.5,16.4,Point,1.780162,-17.17999,-0.00118,9.5116,4.816223,4,-276268.8,-92280.01,-201595.7,-134871.9,26981.85,15,250315.5,4693874
1070,NASIS,96IA193022,35300,-95.883972,42.323944,27.799999,60.400002,11.8,Point,2.215718,0.340027,-0.000022,11.63511,5.76355,4,-266991.8,-81050.41,-190852.3,-127857.8,37468.12,15,262315.5,4689774
1071,NASIS,99IA193008L,36234,-95.877136,42.321167,24.299999,34.699997,41,Point,2.444633,-18.25,-0.004848,5.007358,16.09549,4,-266575.7,-80405.1,-190345,-127588.8,38009.08,15,262915.5,4689474
1072,NASIS,2000IA193001,36797,-95.8934,42.321686,32.599998,56.599998,10.8,Point,0.191172,-0.040039,0.000006,14.39541,4.749603,5,-267710.7,-81435.38,-191580,-128523.5,36744.11,15,261615.5,4689574
